frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Monthly,MEDDAYONMAR1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market,Level,27337
Monthly,MEDDAYONMARMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market Month-Over-Month,Percent,27337
Monthly,MEDDAYONMARYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Days on Market Year-Over-Year,Percent,27337
Monthly,MEDLISPRI1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price,U.S. Dollars,27337
Monthly,MEDLISPRIMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price Month-Over-Month,Percent,27337
Monthly,MEDLISPRIPERSQUFEE1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet,U.S. Dollars,27337
Monthly,MEDLISPRIPERSQUFEEMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet Month-Over-Month,Percent,27337
Monthly,MEDLISPRIPERSQUFEEYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price per Square Feet Year-Over-Year,Percent,27337
Monthly,MEDLISPRIYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Listing Price Year-Over-Year,Percent,27337
Monthly,MEDSQUFEE1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet,Level,27337
Monthly,MEDSQUFEEMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Month-Over-Month,Percent,27337
Monthly,MEDSQUFEEYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Median Home Size in Square Feet Year-Over-Year,Percent,27337
Annual,MHIAL01003A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Baldwin County, A",Dollars,27337
Annual,MHICILBAL01003A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Baldwin County, A",Dollars,27337
Annual,MHICIUBAL01003A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Baldwin County, A",Dollars,27337
Annual,MWACL01003,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Mean Real Wages Adjusted by Cost of Living for Baldwin County, A",1999 U.S. Dollars,27337
Annual,NETMIGNACS001003,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Baldwin County, A",Persons,27337
Monthly,NEWLISCOU1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count,U.S. Dollars,27337
Monthly,NEWLISCOUMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Month-Over-Month,Percent,27337
Monthly,NEWLISCOUYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: New Listing Count Year-Over-Year,Percent,27337
Annual,PCPI01003,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27337
Annual,PE5T17AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Persons,27337
Annual,PEAAAL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27337
Annual,PECILB5T17AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Persons,27337
Annual,PECILBAAAL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Baldwin County, A",Persons,27337
Annual,PECILBU18AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Baldwin County, A",Persons,27337
Annual,PECIUB5T17AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Persons,27337
Annual,PECIUBAAAL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Baldwin County, A",Persons,27337
Annual,PECIUBU18AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Baldwin County, A",Persons,27337
Monthly,PENLISCOU1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count,Level,27337
Monthly,PENLISCOUMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count Month-Over-Month,Percent,27337
Monthly,PENLISCOUYY1003,2020-03-01,2017-08-01,Not Seasonally Adjusted,Housing Inventory: Pending Listing Count Year-Over-Year,Percent,27337
Monthly,PENRAT1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio,Ratio,27337
Monthly,PENRATMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Month-Over-Month,Ratio,27337
Monthly,PENRATYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Pending Ratio Year-Over-Year,Ratio,27337
Annual,PEU18AL01003A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27337
Annual,PI01003,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27337
Annual,PP5T17AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Percent,27337
Annual,PPAAAL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Baldwin County, A",Percent,27337
Annual,PPCILB5T17AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Percent,27337
Annual,PPCILBAAAL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Baldwin County, A",Percent,27337
Annual,PPCILBU18AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Baldwin County, A",Percent,27337
Annual,PPCIUB5T17AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Baldwin County, A",Percent,27337
Annual,PPCIUBAAAL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Baldwin County, A",Percent,27337
Annual,PPCIUBU18AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Baldwin County, A",Percent,27337
Annual,PPU18AL01003A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Baldwin County, A",Percent,27337
Monthly,PRIINCCOU1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count,Level,27337
Monthly,PRIINCCOUMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Month-Over-Month,Percent,27337
Monthly,PRIINCCOUYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Increased Count Year-Over-Year,Percent,27337
Monthly,PRIREDCOU1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count,Level,27337
Monthly,PRIREDCOUMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Month-Over-Month,Percent,27337
Monthly,PRIREDCOUYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Price Reduced Count Year-Over-Year,Percent,27337
Annual,PUA0T17AL01003A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Baldwin County, A",Persons,27337
Annual,PUA5T17RAL01003A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Baldwin County, A",Persons,27337
Annual,PUAAAL01003A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Baldwin County, A",Persons,27337
Annual,RACEDISPARITY001003,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Baldwin County, A",Percent,27337
Annual,REALGDPALL01003,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27337
Annual,REALGDPGOODS01003,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27337
Annual,REALGDPGOVT01003,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27337
Annual,REALGDPSERV01003,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27337
Annual,S1101SPHOUSE001003,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27337
Annual,S1501ACSTOTAL001003,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27337
Annual,S1701ACS001003,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27337
Monthly,TOTLISCOU1003,2020-03-01,2016-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count,Level,27337
Monthly,TOTLISCOUMM1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Month-Over-Month,Percent,27337
Monthly,TOTLISCOUYY1003,2020-03-01,2017-07-01,Not Seasonally Adjusted,Housing Inventory: Total Listing Count Year-Over-Year,Percent,27337
Monthly,USPTOISSUED001003,2019-10-01,1988-02-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27337
Annual,2020RATIO001005,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27338
Monthly,ALBARB5LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27338
Annual,ALBARB5POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27338
Monthly,ALBARB5URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27338
Annual,ATNHPIUS01005A,2018-01-01,1985-01-01,Not Seasonally Adjusted,"All-Transactions House Price Index for Barbour County, A",Index 2000=100,27338
Annual,B01002001E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27338
Annual,B03002001E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27338
Annual,B03002002E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27338
Annual,B03002003E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27338
Annual,B03002004E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27338
Annual,B03002005E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27338
Annual,B03002006E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27338
Annual,B03002007E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27338
Annual,B03002008E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27338
Annual,B03002009E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27338
Annual,B03002010E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27338
Annual,B03002011E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27338
Annual,B03002012E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27338
Annual,B03002013E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27338
Annual,B03002014E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27338
Annual,B03002015E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27338
Annual,B03002016E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27338
Annual,B03002017E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27338
Annual,B03002018E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27338
Annual,B03002019E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27338
Annual,B03002020E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27338
Annual,B03002021E001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27338
Annual,B080ACS001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27338
Annual,B14005DCYACS001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Barbour County, A",Percent,27338
Annual,BPPRIV001005,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Barbour County, A",Units,27338
Annual,CBR01005ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27338
Annual,CDC20N2U001005,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Barbour County, A","Rate per 100,000",27338
Annual,CDC20N2UAA001005,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Barbour County, A","Rate per 100,000",27338
Annual,DMPCRATE001005,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27338
Annual,DP04ACS001005,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27338
Quarterly,ENU0100520510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27338
Quarterly,EQFXSUBPRIME001005,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Barbour County, A",Percent,27338
Annual,FBITC001005,2017-01-01,2005-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27338
Annual,GDPALL01005,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27338
Annual,GDPGOODS01005,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27338
Annual,GDPGOVT01005,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27338
Annual,GDPSERV01005,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27338
Annual,HC01ESTVC1601005,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27338
Annual,HC01ESTVC1701005,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27338
Annual,HOWNRATEACS001005,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Barbour County, A",Rate,27338
Annual,LAUCN010050000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27338
